state,district,n_teaminc,n_perinc,n_splform,n_sdreport,structuressub,n_mintest,n_minmeds,inputssub,n_jasestb,n_jasmtg,n_cbac,n_abha,communitysub,n_nqas,n_kayakalp,qasub,capacity,n_anc4,n_facilitybirth,n_c_fpunmet,n_fpcounseling,fpreproductivesub_sd,n_hbnc,n_breastfed,n_fullimmun,neonatalchildsub,n_footfall,n_teleconsult,opdsub,n_htnscreen,n_oralscreen,n_cervicalscreen,n_dmcontrol,n_htncontrol,ncdsub_sd,servicedelivery,n_c_anemia,n_c_stunted,fpreproductivesub_im,n_tbtrt,n_c_diarrhea,n_c_ari,communicablesub,n_c_htnf,n_c_htnm,n_c_dmf,n_c_dmm,ncdsub_im,impact,cphcindex,teaminc,perinc,splform,sdreport,mintest,minmed,jasestb,jasmtg,cbac,abha,nqas,kayakalp,anc4,facilitybirth,hbnc,breastfed,fullimmun,fpunmet,fpcounseling,footfall,teleconsult,htnscreen,oralscreen,cervicalscreen,dmcontrol,htncontrol,anemia,stunted,tbtrt,diarrhea,ari,htnf,htnm,dmf,dmm
1,Narmada,0.1542,0.1294,0.7538,0.1045,0.285475,0.8756,0.84,0.8578,0.7860696,0.0149,0.2637,0.3781,0.3606924,0.1625,0.1428571,0.15267855,0.414161488,0.834,0.817,0.947,0.45,0.762,0.8732045,0.306,0.828,0.669068167,0.2184149,0.9651506,0.59178275,0.2836,0.9098,0.8696,0.19775,0.021125,0.456375,0.619806479,0.241,0.528,0.3845,0.192,0.925,0.99,0.702333333,0.808,0.792,0.892,0.869,0.84025,0.642361111,0.558776359,15.42,12.94,75.38,10.45,87.56,84,78.61,1.49,26.37,37.81,13,14.3,83.4,81.7,87.32045567,30.6,82.8,5.3,45,0.52933693,0.057,28.36,90.98,86.96,15.82,1.69,75.9,47.2,19.2,7.5,1,19.2,20.8,10.8,13.1
1,Navsari,0.0802,0.0496,0.794,0.3244,0.31205,0.5916,0.84,0.7158,0.9045802,0,0.271,0.3715,0.38677005,0.05,0.0612245,0.05561225,0.367558075,0.947,0.993,0.935,0.628,0.87575,0.982461,0.17,0.95,0.700820333,0.0686693,0.4230808,0.24587505,0.1444,0.4738,0.4617,0.01175,0.058375,0.230005,0.513112596,0.311,0.632,0.4715,0.237,0.934,0.961,0.710666667,0.763,0.779,0.84,0.839,0.80525,0.662472222,0.514380964,8.02,4.96,79.4,32.44,59.16,84,90.46,0,27.1,37.15,4,6.1,94.7,99.3,98.24609482,17,95,6.5,62.8,0.21199244,0.02589075,14.44,47.38,46.17,0.94,4.67,68.9,36.8,23.7,6.6,3.9,23.7,22.1,16,16.1
1,Panchmahals,0.1264,0.1041,0.7323,0.0929,0.263925,0.0074,0.86,0.4337,0.9033457,0.0074,0.3123,0.1221,0.336286425,0.075,0.0404412,0.0577206,0.272908006,0.887,0.884,0.93,0.292,0.74825,1,0.402,0.954,0.785333333,0.0848196,0.2841722,0.1844959,0.1318,0.429,0.4061,0.074,0.036375,0.215455,0.483383558,0.305,0.529,0.417,0.225,0.863,0.991,0.693,0.775,0.724,0.862,0.848,0.80225,0.637416667,0.46456941,12.64,10.41,73.23,9.29,0.74,86,90.33,0.74,31.23,12.21,6,4,88.7,88.4,100,40.2,95.4,7,29.2,0.24621857,0.01791882,13.18,42.9,40.61,5.92,2.91,69.5,47.1,22.5,13.7,0.9,22.5,27.6,13.8,15.2
1,Patan,0.1129,0.1097,0.7485,0.1516,0.280675,0.8065,0.65,0.72825,0.9741936,0.029,0.4194,0.3014,0.4309984,0.1125,0.0254777,0.06898885,0.377228063,0.798,0.986,0.888,0.375,0.76175,0.9876801,0.411,0.81,0.7362267,0.0398054,0.3881502,0.2139778,0.1562,0.567,0.455,0.097125,0.17625,0.290315,0.500567375,0.402,0.495,0.4485,0.163,0.932,0.995,0.696666667,0.837,0.837,0.819,0.812,0.82625,0.657138889,0.511644775,11.29,10.97,74.85,15.16,80.65,65,97.42,2.9,41.94,30.14,9,2.5,79.8,98.6,98.76800607,41.1,81,11.2,37.5,0.15082341,0.02388609,15.62,56.7,45.5,7.77,14.1,59.8,50.5,16.3,6.8,0.5,16.3,16.3,18.1,18.8
1,Porbandar,0.1494,0.1494,0.6159,0.2759,0.29765,0,0.92,0.46,0.8965517,0.0345,0.2759,0.3342,0.385287925,0.1875,0.2272727,0.20738635,0.337581069,0.921,1,0.923,0.591,0.85875,0.9989218,0.551,0.829,0.792973933,0.2229746,0.9651506,0.5940626,0.1685,0.4693,0.3806,0.341375,0.011625,0.27428,0.630016633,0.526,0.818,0.672,0.158,0.944,0.992,0.698,0.8419999,0.8380001,0.836,0.805,0.83025,0.733416667,0.56700479,14.94,14.94,61.59,27.59,0,92,89.66,3.45,27.59,33.42,15,22.7,92.1,100,99.89218329,55.1,82.9,7.7,59.1,0.539,0.057,16.85,46.93,38.06,27.31,0.93,47.4,18.2,15.8,5.6,0.8,15.8,16.2,16.4,19.5
1,Rajkot,0.1684,0.1579,0.7859,0.2842,0.3491,0,0.77,0.385,0.6421053,0.0237,0.4526,0.3014,0.354951325,0.075,0.1526316,0.1138158,0.300716781,0.935,0.993,0.938,0.481,0.83675,0.94124,0.452,0.849,0.747413333,0.0519276,0.2083522,0.1301399,0.0957,0.312,0.2685,0.032625,0.15775,0.173315,0.471904558,0.394,0.611,0.5025,0.178,0.957,0.988,0.707666667,0.822,0.855,0.834,0.846,0.83925,0.683138889,0.485253409,16.84,15.79,78.59,28.42,0,77,64.21,2.37,45.26,30.14,6,15.3,93.5,99.3,94.12399892,45.2,84.9,6.2,48.1,0.17651318,0.01356753,9.57,31.2,26.85,2.61,12.62,60.6,38.9,17.8,4.3,1.2,17.8,14.5,16.6,15.4
1,Sabarkantha,0.6151,0.6151,0.7928,0.5326,0.6389,0.0034,0.95,0.4767,0.9690722,0.0172,0.4845,0.1315,0.40056805,0.1875,0.2886598,0.2380799,0.438561988,0.732,0.894,0.9080001,0.218,0.688000025,0.9591508,0.371,0.885,0.7383836,0.1053404,0.5496176,0.327479,0.142,0.5182,0.3953,0.33225,0.00875,0.2793,0.508290656,0.321,0.63,0.4755,0.24,0.86,0.995,0.698333333,0.76,0.739,0.863,0.834,0.799,0.657611111,0.534821252,61.51,61.51,79.28,53.26,0.34,95,96.91,1.72,48.45,13.15,15,28.9,73.2,89.4,95.91507659,37.1,88.5,9.2,21.8,0.28970674,0.03315267,14.2,51.82,39.53,26.58,0.7,67.9,37,24,14,0.5,24,26.1,13.7,16.6
1,Surat,0.1476,0.1214,0.7882,0.0929,0.287525,0.069,0.81,0.4395,0.8476191,0.0143,0.2286,0.1916,0.320529775,0.05,0.124105,0.0870525,0.283651819,0.934,0.977,0.943,0.398,0.813,0.9873984,0.441,0.928,0.785466133,-2.23E-10,1.30E-01,0.0651869,0.0728,0.2633,0.2577,0.014875,0.254125,0.17256,0.459053258,0.307,0.639,0.473,0.234,0.969,1,0.734333333,0.766,0.774,0.854,0.839,0.80825,0.671861111,0.471522063,14.76,12.14,78.82,9.29,6.9,81,84.76,1.43,22.86,19.16,4,12.4,93.4,97.7,98.73983962,44.1,92.8,5.7,39.8,0.06646686,0.00909237,7.28,26.33,25.77,1.19,20.33,69.3,36.1,23.4,3.1,0,23.4,22.6,14.6,16.1
1,Surendranagar,0.2443,0.1985,0.743,0.2824,0.36705,0.0076,0.98,0.4938,0.8320611,0.0038,0.3206,0.1707,0.331790275,0.2,0.2175573,0.20877865,0.350354731,0.575,0.856,0.917,0.251,0.64975,0.9248428,0.3,0.625,0.616614267,0.0632401,0.2957694,0.17950475,0.1164,0.3122,0.257,0.474375,0.033875,0.23877,0.421159754,0.446,0.608,0.527,0.171,0.914,0.971,0.685333333,0.829,0.853,0.836,0.807,0.83125,0.681194444,0.48423631,24.43,19.85,74.3,28.24,0.76,98,83.21,0.38,32.06,17.07,16,21.8,57.5,85.6,92.48428133,30,62.5,8.3,25.1,0.2004869,0.01858438,11.64,31.22,25.7,37.95,2.71,55.4,39.2,17.1,8.6,2.9,17.1,14.7,16.4,19.3
1,Tapi,0.4521,0.4406,0.8163,0.1571,0.466525,0.0766,0.96,0.5183,3.48E-01,0.1418,0.4215,0.4031,0.3286825,0.0125,0.0881226,0.0503113,0.3409547,0.91,0.929,0.9680001,0.413,0.805000025,1,0.468,0.975,0.814333333,0.1346181,0.9651506,0.54988435,0.2918,1,1,0.052125,0.054125,0.47961,0.662206927,0.224,0.583,0.4035,0.252,0.919,0.984,0.718333333,0.748,0.72,0.8419999,0.818,0.781999975,0.634611103,0.545924243,45.21,44.06,81.63,15.71,7.66,96,34.833,14.18,42.15,40.31,1,8.8,91,92.9,103.1899468,46.8,97.5,3.2,41.3,0.35175285,0.057,29.18,100,100,4.17,4.33,77.6,41.7,25.2,8.1,1.6,25.2,28,15.8,18.2
1,The Dangs,0.2785,0.3165,0.7287,0.1266,0.362575,0.0759,0.86,0.46795,0.6708861,0,0.2532,0.1809,0.276246525,0.0125,0.0641026,0.0383013,0.286268206,0.902,0.745,0.949,0.393,0.74725,0.9692653,0.375,0.913,0.752421767,0.2229746,0.9651506,0.5940626,0.3062,1,1,0.073125,0.015625,0.47899,0.643181092,0.224,0.624,0.424,0.229,0.949,0.973,0.717,0.771,0.759,0.933,0.9080001,0.842750025,0.661250008,0.530233102,27.85,31.65,72.87,12.66,7.59,86,67.09,0,25.32,18.09,1,6.4,90.2,74.5,96.92653673,37.5,91.3,5.1,39.3,0.539,0.057,30.62,100,100,5.85,1.25,77.6,37.6,22.9,5.1,2.7,22.9,24.1,6.7,9.2
1,Vadodara,0.4225,0.3527,0.8336,0.2016,0.4526,0.062,0.83,0.446,0.8178295,0.0194,0.1395,0.1608,0.284382375,0.175,0.3027889,0.23889445,0.355469206,0.659,0.959,0.886,0.175,0.66975,0.9480145,0.446,0.849,0.7476715,0.0294932,0.2095472,0.1195202,0.049,0.1813,0.184,0.18075,0.121125,0.143235,0.420044175,0.274,0.577,0.4255,0.243,0.882,0.993,0.706,0.757,0.762,0.834,0.849,0.8005,0.644,0.473171127,42.25,35.27,83.36,20.16,6.2,83,81.78,1.94,13.95,16.08,14,30.3,65.9,95.9,94.80145023,44.6,84.9,11.4,17.5,0.12896949,0.01363611,4.9,18.13,18.4,14.46,9.69,72.6,42.3,24.3,11.8,0.7,24.3,23.8,16.6,15.1
1,Valsad,0.0649,0.0413,0.8267,0.2773,0.30255,0.1091,0.8,0.45455,0.3893805,0.0177,0.1121,0.2417,0.190220125,0.0625,0.0541311,0.05831555,0.251408919,0.925,0.965,0.9069999,0.527,0.830999975,1,0.291,0.911,0.734,0.0468615,0.3937593,0.2203104,0.2082,0.7463,0.7416,0.125625,0.06275,0.376895,0.540551344,0.242,0.622,0.432,0.238,0.951,0.994,0.727666667,0.762,0.707,0.864,0.828,0.79025,0.649972222,0.480644162,6.49,4.13,82.67,27.73,10.91,80,38.94,1.77,11.21,24.17,5,5.4,92.5,96.5,101.9806541,29.1,91.1,9.3,52.7,0.16577692,0.024208,20.82,74.63,74.16,10.05,5.02,75.8,37.8,23.8,4.9,0.6,23.8,29.3,13.6,17.2
2,Anugul  ,0.5698,0.5698,0.9198,0.3605,0.604975,0.9651,0.97,0.96755,0.9709302,0.0174,0.2384,0.3713,0.39950755,0,0.1637,0.08185,0.513470638,0.836,0.857,0.971,0.119,0.69575,1,0.674,0.87,0.848,0.0886974,0.1167388,0.1027181,0.107,0.3171,0.226,0.03075,0.01,0.13817,0.446159525,0.242,0.719,0.4805,0.189,0.88,0.955,0.674666667,0.811,0.789,0.839,0.818,0.81425,0.656472222,0.538700795,56.98,56.98,91.98,36.05,96.51,97,97.09,1.74,23.84,37.13,0,16.37,83.6,85.7,100.0509554,67.4,87,2.9,11.9,0.25443653,0.00830986,10.7,31.71,22.6,2.46,0.8,75.8,28.1,18.9,12,4.5,18.9,21.1,16.1,18.2
2,Balangir,0.5604,0.5507,0.7745,0.2222,0.52695,0.9179,0.91,0.91395,0.9178744,0.285,0.029,0.2106,0.3606186,0,0.1323,0.06615,0.46691715,0.954,0.979,0.966,0.308,0.80175,0.989281,0.773,0.958,0.906760333,0.0827974,0.0613263,0.07206185,0.118,0.2729,0.1733,0.139375,0.070125,0.15474,0.483828046,0.403,0.673,0.538,0.201,0.977,0.993,0.723666667,0.799,0.756,0.892,0.84,0.82175,0.694472222,0.548405806,56.04,55.07,77.45,22.22,91.79,91,91.79,28.5,2.9,21.06,0,13.23,95.4,97.9,98.92810026,77.3,95.8,3.4,30.8,0.24193304,0.00512975,11.8,27.29,17.33,11.15,5.61,59.7,32.7,20.1,2.3,0.7,20.1,24.4,10.8,16
2,Baleshwar,0.4765,0.4224,0.9092,0.2744,0.520625,0.9061,0.8808664,0.8934832,0.8844765,0.0866,0.1336,0.409,0.378419125,0,0.829,0.4145,0.551756831,0.566,0.976,0.9069999,0.217,0.666499975,0.9778101,0.51,0.941,0.809603367,0.1361841,0.0652284,0.10070625,0.128,0.3009,0.2729,0.09,0.049625,0.168285,0.436273648,0.385,0.756,0.5705,0.229,0.817,0.941,0.662333333,0.771,0.705,0.878,0.862,0.804,0.678944444,0.555658308,47.65,42.24,90.92,27.44,90.61,88,88.45,8.66,13.36,40.9,0,82.9,56.6,97.6,97.78100647,51,94.1,9.3,21.7,0.35507156,0.00535369,12.8,30.09,27.29,7.2,3.97,61.5,24.4,22.9,18.3,5.9,22.9,29.5,12.2,13.8
2,Bargarh,0.1429,0.1197,0.9997,0.139,0.350325,0.9459,0.94,0.94295,0.9498069,0.1429,0.1004,0.2719,0.366251725,0.0125,0.22,0.11625,0.443944181,0.701,0.996,0.95,0.28,0.73175,0.9312018,0.676,0.959,0.8554006,0.0935021,0.0544224,0.07396225,0.1266,0.3009,0.2433,0.09425,0.032375,0.159485,0.455149463,0.372,0.611,0.4915,0.226,0.96,0.9719999,0.7193333,0.774,0.757,0.8430001,0.846,0.805000025,0.671944442,0.523679362,14.29,11.97,99.97,13.9,94.59,94,94.98,14.29,10.04,27.19,1,22,70.1,99.6,93.12017641,67.6,95.9,5,28,0.26461874,0.00473354,12.66,30.09,24.33,7.54,2.59,62.8,38.9,22.6,4,2.8,22.6,24.3,15.7,15.4
2,Baudh,0.2623,0.2623,0.9633,0.2787,0.44165,0.0164,0.93,0.4732,0.9016393,0.2623,0.0328,0.4501,0.411709825,0,0.2,0.1,0.356639956,0.79,0.934,0.948,0.285,0.73925,0.9019608,0.686,0.918,0.835320267,0.3183749,3.59E-10,0.15918745,9.91E-02,0.3044,0.0529,0.060625,0.019375,0.10728,0.460259429,0.454,0.63,0.542,0.209,0.93,0.977,0.705333333,0.791,0.76,0.892,0.85,0.82325,0.690194444,0.50236461,26.23,26.23,96.33,27.87,1.64,93,90.16,26.23,3.28,45.01,0,20,79,93.4,90.19607843,68.6,91.8,5.2,28.5,0.74117477,0.00161025,9.91,30.44,5.29,4.85,1.55,54.6,37,20.9,7,2.3,20.9,24,10.8,15
2,Bhadrak,0.3307,0.3386,0.5664,0.1275,0.3408,0.9243,0.94,0.93215,0.79636,0.2151,0.2191,0.6114,0.46049,0,0.2822,0.1411,0.468635,0.749,0.961,0.882,0.143,0.68375,0.9804083,0.566,0.837,0.794469433,0.145015,0.0687841,0.10689955,0.2725,0.6372,0.5968,0.051875,0.027375,0.31715,0.475567246,0.362,0.677,0.5195,0.217,0.862,0.921,0.666666667,0.7830001,0.739,0.863,0.825,0.802500025,0.662888897,0.535697048,33.07,33.86,56.64,12.75,92.43,94,79.636,21.51,21.91,61.14,0,28.22,74.9,96.1,98.04083316,56.6,83.7,11.8,14.3,0.37378608,0.00555775,27.25,63.72,59.68,4.15,2.19,63.8,32.3,21.7,13.8,7.9,21.7,26.1,13.7,17.5
2,Cuttack,0.2577,0.1924,0.6039,0.3574,0.35285,0.9691,0.93,0.94955,0.9553264,0.0997,0.0378,0.4485,0.3853316,0.0125,0.404,0.20825,0.4739954,0.842,0.989,0.964,0.098,0.72325,1,0.637,0.904,0.847,0.0901062,0.0235962,0.0568512,0.0736,0.154,0.0946,0.02525,0.01075,0.07164,0.4246853,0.353,0.796,0.5745,0.227,0.917,0.916,0.686666667,0.773,0.729,0.822,0.789,0.77825,0.679805556,0.526162085,25.77,19.24,60.39,35.74,96.91,93,95.53,9.97,3.78,44.85,1,40.4,84.2,98.9,101.942758,63.7,90.4,3.6,9.8,0.25742218,0.00296443,7.36,15.4,9.46,2.02,0.86,64.7,20.4,22.7,8.3,8.4,22.7,27.1,17.8,21.1
2,Debagarh,0.4651,0.5814,0.925,0.0698,0.510325,1,0.98,0.99,1,0.2093,0.0233,0.1743,0.351725,0,0.476,0.238,0.5225125,0.775,0.912,0.932,0.21,0.70725,1,0.715,1,0.905,0.3338642,0.3727103,0.35328725,0.0798,0.2037,0.1114,0.1,0.031625,0.105305,0.517710563,0.279,0.716,0.4975,0.201,0.866,0.956,0.674333333,0.799,0.725,0.893,0.831,0.812,0.661277778,0.567166947,46.51,58.14,92.5,6.98,100,98,100,20.93,2.33,17.43,0,47.6,77.5,91.2,107.8708375,71.5,100,6.8,21,0.774,0.023,7.98,20.37,11.14,8,2.53,72.1,28.4,20.1,13.4,4.4,20.1,27.5,10.7,16.9
2,Dhenkanal,0.3203,0.3137,0.991,0.2745,0.474875,0.9608,0.96,0.9604,0.9542484,0.1569,0.085,0.5824,0.4446371,0,0.2105,0.10525,0.496290525,0.758,0.948,0.919,0.239,0.716,0.8994452,0.701,0.886,0.828815067,0.1647922,0.1488304,0.1568113,0.0995,0.2388,0.1937,0.154375,0.080375,0.15335,0.463744092,0.339,0.667,0.503,0.253,0.905,0.939,0.699,0.747,0.74,0.853,0.83,0.7925,0.664833333,0.54162265,32.03,31.37,99.1,27.45,96.08,96,95.42,15.69,8.5,58.24,0,21.05,75.8,94.8,89.9445215,70.1,88.6,8.1,23.9,0.41569844,0.01015159,9.95,23.88,19.37,12.35,6.43,66.1,33.3,25.3,9.5,6.1,25.3,26,14.7,17
2,Gajapati,0.3193,0.2857,0.8816,0.1008,0.39685,0.1933,0.98,0.58665,0.8319328,0.1261,0.0252,0.2139,0.2992832,0,0.669,0.3345,0.4043208,0.83,0.764,0.946,0.262,0.7005,0.9774869,0.799,0.926,0.900828967,0.2065381,0.1281286,0.16733335,0.1176,0.2348,0.1542,0.017875,0.003,0.105495,0.468539329,0.344,0.566,0.455,0.197,0.936,0.997,0.71,0.803,0.751,0.891,0.88,0.83125,0.665416667,0.512758932,31.93,28.57,88.16,10.08,19.33,98,83.19,12.61,2.52,21.39,0,66.9,83,76.4,97.7486911,79.9,92.6,5.4,26.2,0.50416746,0.00896352,11.76,23.48,15.42,1.43,0.24,65.6,43.4,19.7,6.4,0.3,19.7,24.9,10.9,12
2,Ganjam,0.4634,0.4574,0.9084,0.2396,0.5172,0.897,0.94,0.9185,0.9188119,0.1861,0.0693,0.5118,0.421502975,0.0125,0.4107,0.2116,0.517200744,0.827,0.93,0.831,0.323,0.72775,0.9642284,0.719,0.885,0.856076133,0.0242888,0.0325774,0.0284331,0.0849,0.1679,0.1153,0.0635,0.03775,0.09387,0.426532308,0.431,0.761,0.596,0.234,0.894,0.996,0.708,0.766,0.703,0.8469999,0.7819999,0.77449995,0.692833317,0.545522123,46.34,45.74,90.84,23.96,89.7,94,91.88,18.61,6.93,51.18,1,41.07,82.7,93,96.42283675,71.9,88.5,16.9,32.3,0.11794017,0.00347986,8.49,16.79,11.53,5.08,3.02,56.9,23.9,23.4,10.6,0.4,23.4,29.7,15.3,21.8
2,Jagatsinghapur ,0.7986,0.8129,0.9964,0.0432,0.662775,0.2374,1,0.6187,0.9496403,0.2518,0.259,0.4745,0.483735075,0,0.2517,0.12585,0.472765019,0.826,0.983,0.885,0.135,0.70725,0.8171642,0.688,0.913,0.806054733,0.1748905,0.2718376,0.22336405,0.0917,0.2,0.1722,0.018625,0.016375,0.09978,0.459112196,0.396,0.868,0.632,0.262,0.89,0.929,0.693666667,0.738,0.698,0.831,0.786,0.76325,0.696305556,0.54272759,79.86,81.29,99.64,4.32,23.74,100,94.96,25.18,25.9,47.45,0,25.17,82.6,98.3,81.71641791,68.8,91.3,11.5,13.5,0.43709895,0.01721094,9.17,20,17.22,1.49,1.31,60.4,13.2,26.2,11,7.1,26.2,30.2,16.9,21.4
2,Jajapur  ,0.3663,0.2857,0.4105,0.0842,0.286675,0.8352,0.93,0.8826,0.79636,0.1941,0.0842,0.4457,0.38009,0,0.2416,0.1208,0.41754125,0.738,0.938,0.91,0.119,0.67625,0.9441273,0.608,0.795,0.782375767,0.0871416,0.0514395,0.06929055,0.1038,0.2529,0.1965,0.065125,0.023,0.128265,0.414045329,0.366,0.745,0.5555,0.238,0.88,0.909,0.675666667,0.762,0.72,0.848,0.825,0.78875,0.673305556,0.501630712,36.63,28.57,41.05,8.42,83.52,93,79.636,19.41,8.42,44.57,0,24.16,73.8,93.8,94.41273136,60.8,79.5,9,11.9,0.25113938,0.00456235,10.38,25.29,19.65,5.21,1.84,63.4,25.5,23.8,12,9.1,23.8,28,15.2,17.5
2,Jharsuguda,0.604,0.6139,0.9156,0.2673,0.6002,0.8218,0.83,0.8259,0.79636,0.3168,0.0891,0.4706,0.418215,0.0125,0.26,0.13625,0.49514125,0.941,0.986,0.9630001,0.255,0.786250025,0.8876601,0.738,0.976,0.867220033,0.2883173,0.2888992,0.28860825,0.1377,0.4229,0.2811,0.144,0.072875,0.211715,0.538448327,0.319,0.729,0.524,0.204,0.941,0.99,0.711666667,0.796,0.747,0.834,0.81,0.79675,0.677472222,0.570353933,60.4,61.39,91.56,26.73,82.18,83,79.636,31.68,8.91,47.06,1,26,94.1,98.6,88.76600698,73.8,97.6,3.7,25.5,0.67747588,0.0181901,13.77,42.29,28.11,11.52,5.83,68.1,27.1,20.4,5.9,1,20.4,25.3,16.6,19
2,Kalahandi,0.3399,0.3399,0.8986,0.1067,0.421275,0.9763,0.98,0.97815,0.972332,0.0988,0.0198,0.2707,0.340408,0,0.438,0.219,0.48970825,0.828,0.928,0.96,0.361,0.76925,0.9530575,0.689,0.913,0.851685833,0.0700252,0.0525252,0.0612752,0.0996,0.1231,0.0523,0.0375,0.01825,0.06615,0.437090258,0.36,0.67,0.515,0.264,0.958,0.973,0.731666667,0.736,0.738,0.883,0.856,0.80325,0.683305556,0.536701355,33.99,33.99,89.86,10.67,97.63,98,97.23,9.88,1.98,27.07,0,43.8,82.8,92.8,95.30574429,68.9,91.3,4,36.1,0.21486601,0.00462466,9.96,12.31,5.23,3,1.46,64,33,26.4,4.2,2.7,26.4,26.2,11.7,14.4
2,Kandhamal,0.682,0.659,0.5966,0.4055,0.585775,0.9862,0.99,0.9881,0.9861751,0.1429,0.0599,0.1983,0.346818775,0.0125,0.3333,0.1729,0.523398444,0.811,0.939,0.955,0.244,0.73725,0.8183046,0.765,0.968,0.850434867,0.1597744,0.1270741,0.14342425,0.1418,0.3574,0.2592,0.12625,0.028875,0.182705,0.478453529,0.512,0.6580001,0.58500005,0.244,0.947,0.986,0.725666667,0.756,0.752,0.895,0.877,0.82,0.710222239,0.570691404,68.2,65.9,59.66,40.55,98.62,99,98.62,14.29,5.99,19.83,1,33.33,81.1,93.9,81.83046268,76.5,96.8,4.5,24.4,0.40506471,0.008903,14.18,35.74,25.92,10.1,2.31,48.8,34.2,24.4,5.3,1.4,24.4,24.8,10.5,12.3
2,Kendrapara ,0.5179,0.4345,0.5652,0.1964,0.4285,0.6845,0.96,0.82225,0.952381,0.0833,0.0833,0.5766,0.42389525,0,0.4047,0.20235,0.469248813,0.771,0.967,0.877,0.22,0.70875,1,0.689,0.828,0.839,0.1904651,0.1145671,0.1525161,0.1039,0.2911,0.1187,0.1265,0.031625,0.134365,0.458657775,0.411,0.714,0.5625,0.219,0.896,0.935,0.683333333,0.781,0.752,0.8430001,0.784,0.790000025,0.678611119,0.535505902,51.79,43.45,56.52,19.64,68.45,96,95.24,8.33,8.33,57.66,0,40.47,77.1,96.7,101.1883234,68.9,82.8,12.3,22,0.47010509,0.00818523,10.39,29.11,11.87,10.12,2.53,58.9,28.6,21.9,10.4,6.5,21.9,24.8,15.7,21.6
2,Kendujhar,0.0732,0.0732,0.961,0.1382,0.3114,0.9621,0.99,0.97605,0.9593496,0.1328,0.0678,0.3636,0.3808874,0,0.268,0.134,0.45058435,0.571,0.804,0.962,0.169,0.6265,1,0.579,0.86,0.813,0.0432763,0.0651146,0.05419545,0.1094,0.3874,0.2608,0.064375,0.026,0.169595,0.415822613,0.31,0.638,0.474,0.241,0.8469999,0.976,0.687999967,0.759,0.749,0.887,0.8419999,0.809249975,0.657083314,0.507830092,7.32,7.32,96.1,13.82,96.21,99,95.93,13.28,6.78,36.36,0,26.8,57.1,80.4,106.9728916,57.9,86,3.8,16.9,0.15817903,0.00534716,10.94,38.74,26.08,5.15,2.08,69,36.2,24.1,15.3,2.4,24.1,25.1,11.3,15.8
2,Khordha ,0.2273,0.2121,0.9661,0.3144,0.429975,0.9508,0.92,0.9354,0.79636,0.1098,0.0795,0.3541,0.33494,0,0.3503,0.17515,0.46886625,0.91,0.978,0.926,0.289,0.77575,1,0.733,0.879,0.870666667,0.1306743,0.0290137,0.079844,0.1124,0.251,0.1929,0.0885,0.058,0.14056,0.466705167,0.321,0.829,0.575,0.202,0.901,0.979,0.694,0.798,0.749,0.779,0.75,0.769,0.679333333,0.538301583,22.73,21.21,96.61,31.44,95.08,92,79.636,10.98,7.95,35.41,0,35.03,91,97.8,106.993844,73.3,87.9,7.4,28.9,0.34339506,0.00327534,11.24,25.1,19.29,7.08,4.64,67.9,17.1,20.2,9.9,2.1,20.2,25.1,22.1,25
2,Koraput,0.2734,0.293,0.9358,0.2734,0.4439,0.1992,0.97,0.5846,0.9765625,0.3984,0.0547,0.3163,0.436490625,0,0.286,0.143,0.401997656,0.792,0.821,0.934,0.449,0.749,0.9327103,0.859,0.98,0.923903433,0.0748949,0.127348,0.10112145,0.1052,0.2011,0.1622,0.073375,0.027125,0.1138,0.471956221,0.418,0.569,0.4935,0.211,0.917,0.996,0.708,0.789,0.755,0.919,0.873,0.834,0.6785,0.517484626,27.34,29.3,93.58,27.34,19.92,97,97.66,39.84,5.47,31.63,0,28.6,79.2,82.1,93.27102804,85.9,98,6.6,44.9,0.22518592,0.00891872,10.52,20.11,16.22,5.87,2.17,58.2,43.1,21.1,8.3,0.4,21.1,24.5,8.1,12.7
2,Malkangiri  ,0.3627,0.3137,2.46E-01,0.2745,0.2993,0.1471,0.99,0.56855,0.9901961,0.3333,0.1863,0.3621,0.467974025,0,0.4,0.2,0.383956006,0.828,0.907,0.956,0.371,0.7655,1,0.74,0.948,0.896,0.3276933,0.2525772,0.29013525,0.0999,0.226,0.1574,0.06925,0.029,0.11631,0.516986313,0.282,0.557,0.4195,0.171,0.962,0.989,0.707333333,0.829,0.793,0.884,0.861,0.84175,0.656194444,0.519045588,36.27,31.37,24.63,27.45,14.71,99,99.02,33.33,18.63,36.21,0,40,82.8,90.7,100.7479675,74,94.8,4.4,37.1,0.76092236,0.01610559,9.99,22.6,15.74,5.54,2.32,71.8,44.3,17.1,3.8,1.1,17.1,20.7,11.6,13.9
